"id","name","label","group","group_id","group_label","trashed"
169,"TmngEVPrdLgnthns","EV > Timing > EV Period > Lengthens","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
170,"TmngEVPrdShrtns","EV > Timing > EV Period > Shortens","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
171,"TmngFrstDyMvsErlr","EV > Timing > First Day >  Moves Earlier","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
172,"TmngFrstDyMvsLtr","EV > Timing > First Day > Moves Later","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
173,"TmngLstDyMvsErlr","EV > Timing > Last Day > Moves Earlier","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
174,"TmngLstDyMvsLtr","EV > Timing > Last Day > Moves Later","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
175,"TmngSatVtngCrtExpnd","EV > Timing > Saturday Voting > Creates or Expands","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
176,"TmngSatVtngElmntNrrw","EV > Timing > Saturday Voting > Eliminates or Narrows","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
177,"TmngSunVtngCrtExpnd","EV > Timing > Sunday Voting > Creates or Expands","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
178,"TmngSunVtngElmntNrrw","EV > Timing > Sunday Voting > Eliminates or Narrows","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
179,"TmngVtngHoursExpnds","EV > Timing > Voting Hours  > Expands","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
180,"TmngVtngHoursRdcs","EV > Timing > Voting Hours  > Reduces","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
181,"VtrBlltAppRqrmnts","EV > Voter Requirements > Ballot Application Requirements","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
625,"LctnAccsbltyRqrmnts","EV > Locations > Accessibility Requirements","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
640,"LctnLctnCharCrtria","EV > Locations > Location Characteristics or Criteria","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
641,"LctnNmbrLctns","EV > Locations > Number of Locations","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
662,"LctnWaitTimes","EV > Locations > Wait Times","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
663,"LctnSlctnPrcssTmln","EV > Locations > Selection Process or Timeline","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
665,"LctnVtgMchnsStations","EV > Locations > Number of Voting Machines or Stations","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
813,"AvlbBOCrtnElctns","EV > Availability > Bill Outcome > EV for Certain Elections","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
941,"AvlbBOCrtInPrsnNoExc","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
942,"AvlbBOCrtMndtrySttwd","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
946,"AvlbBOCrtEDStyleEV","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
947,"AvlbExpands","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
948,"LctnLctnRqrmnts","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
949,"LctnLctnTypAdd","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
950,"LctnNmbrRqrdLctns","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
955,"AVlbBOCrtnElctns","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
956,"LctnLctnTypRmvs","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
957,"-Mixed_Pro-Voter","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
958,"AvlbBOCrtJrsdctnOptn","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
966,"LctnSlctnPrcssCrtria","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
986,"LctnSlctnTmln","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
991,"LctnCpctyRqrmnts","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
1020,"LctnEmrgClsrRlctDdln","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
1027,"VtrBlltAppElmnStrmln","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
1032,"-Pro-Voter, AvlbBOAllElctns, AvlbBOEDStyleEV, AvlbBOMndtrySttwd, AvlbExpndsFcilitates, TmngSatVtngCrtExpnd, TmngSatVtngCrtExpnd, TmngSunVtngCrtExpnd","","21ErlyVtngAvlblty",6,"Early Voting Availability",TRUE
182,"ApplcblElctnOffcl","Criminal and Civil Enforcement > Applicability > Targets Election Officials/Workers","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
183,"ApplcblThrdPrty","Criminal and Civil Enforcement > Applicability > Targets People Assisting Voters","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
184,"ApplcblVoters","Criminal and Civil Enforcement > Applicability > Targets Voters","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
185,"CrtsExpndsFelony","Criminal and Civil Enforcement > Creates or Expands Crime > Felony","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
186,"CrtsExpndsMsdemeanor","Criminal and Civil Enforcement > Creates or Expands Crime > Misdemeanor","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
187,"Other","Criminal and Civil Enforcement > Other Policy","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
188,"PnltyDcrsSvrtyPnlty","Criminal and Civil Enforcement > Penalties > Decreases Severity of Penalties","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
189,"PnltyIncrsSvrtyPnlty","Criminal and Civil Enforcement > Penalties > Increases Severity of Penalties","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
190,"-Anti-Voter","Criminal and Civil Enforcement > Policy Impact > Restricts Voter Access / Election Administration","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
192,"-Mixed_Unclear","Criminal and Civil Enforcement > Policy Impact > Mixed or Unclear","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
193,"-Neutral","Criminal and Civil Enforcement > Policy Impact > Neutral","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
194,"-Pro-Voter","Criminal and Civil Enforcement > Policy Impact > Improves Voter Access / Election Administration","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
605,"ElmntsNrrwsCrm","Criminal and Civil Enforcement > Eliminates or Narrows Crime","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
884,"CrtsExpndsCivilPnlty","Criminal and Civil Enforcement > Creates or Expands Civil Penalty","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
889,"InvstgtnOrEnfrcmnt","Criminal and Civil Enforcement > Investigation or Enforcement","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
899,"IElmntsNrrwsCivlPnltyntrfrncOther","Criminal and Civil Enforcement > Eliminates or Narrows Civil Penalty","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
906,"FelonyCreates","Criminal and Civil Enforcement > Felonies > Creates Felony","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
907,"OtcmAsstVtrsIncrsCrm","Criminal and Civil Enforcement > Outcome > People Assisting Voters > Increase Criminalization","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
908,"zCrtsExpndsFelony","Criminal and Civil Enforcement > Creates or Expands Crime > Felony","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
909,"zCrtsExpndsMsdemeano","Criminal and Civil Enforcement > Creates or Expands Crime > Misdemeanor","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
910,"zCrtsExpndsCivilPnlt","Criminal and Civil Enforcement > Creates or Expands Crime > Civil Penalty","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
911,"MisdemeanorElmntNrrw","Criminal and Civil Enforcement > Misdemeanors > Eliminates or Narrows Misdemeanor","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
912,"zElmntsNrrwsCrm","Criminal and Civil Enforcement > Eliminates or Narrows Crime","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
913,"ApplcblGnrllyApplcbl","Criminal and Civil Enforcement > Applicability > Generally Applicable","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
914,"FelonyExpands","Criminal and Civil Enforcement > Felonies > Expands Felony","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
915,"MisdemeanorCreates","Criminal and Civil Enforcement > Misdemeanors > Creates Misdemeanor","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
917,"CivilPenaltiesExpnds","Criminal and Civil Enforcement > Civil Penalties > Expands Civil Penalty","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
918,"CivilPenaltiesCrts","Criminal and Civil Enforcement > Civil Penalties > Creates Civil Penalty","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
919,"OtcmElxOffclIncrsCrm","Criminal and Civil Enforcement > Outcome > Election Officials/Workers > Increase Criminalization","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
920,"OtcmVotersIncrsCrm","Criminal and Civil Enforcement > Outcome > Voters > Increase Criminalization","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
921,"CivilPenaltiesElmNrw","Criminal and Civil Enforcement > Civil Penalties > Eliminates or Narrows Civil Penalty","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
922,"MisdemeanorExpnds","Criminal and Civil Enforcement > Misdemeanors > Expands Misdemeanor","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
928,"FelonyElmntNrrw","Criminal and Civil Enforcement > Felonies > Eliminates or Narrows Felony","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
929,"OtcmAsstVtrsDcrsCrm","Criminal and Civil Enforcement > Outcome > People Assisting Voters > Decrease Criminalization","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
930,"OtcmVotersDrcsCrm","Criminal and Civil Enforcement > Outcome > Voters > Decrease Criminalization","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
932,"OtcmElxOffclDcrsCrm","Criminal and Civil Enforcement > Outcome > Election Officials/Workers > Decrease Criminalization","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
933,"ApplcblPollWtchrs","Criminal and Civil Enforcement > Applicability > Targets Poll Watchers","21ElctnCrms",7,"Criminal and Civil Enforcement",FALSE
943,"NewCrimeFelony","","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
953,"NewCrimeMisdemeanor","","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
978,"-Mixed_Pro-Voter","","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
994,"-Mixed_Anti-Voter","","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
1029,"-Mixed_Unclear, Other","","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
1035,"EBTest0420","EBTest0420 Label","21ElctnCrms",7,"Criminal and Civil Enforcement",TRUE
197,"LctnEmrgClsrRlct","Election Day > Locations > Emergency Consolidation or Relocation","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
200,"VtCtrHghCpctyVtCntr","Election Day > Vote Centers > High-Capacity Vote Centers","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
204,"LctnNmbrRqrdDcrs","Election Day > Locations > Number of Required Locations > Decreases","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
205,"LctnNmbrRqrdIncr","Election Day > Locations > Number of Required Locations > Increases","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
209,"LctnVoterEducation","Election Day > Locations > Voter Education","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
210,"Other","Election Day > Other Policy","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
211,"-Anti-Voter","Election Day > Policy Impact > Restricts Voter Access / Election Administration","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
213,"-Mixed_Unclear","Election Day > Policy Impact > Mixed or Unclear","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
214,"-Neutral","Election Day > Policy Impact > Neutral","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
215,"-Pro-Voter","Election Day > Policy Impact > Improves Voter Access / Election Administration","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
216,"PrcnctMpCnsldtnPrcss","Election Day > Precinct Maps > Consolidating Precincts > Changes Process","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
217,"PrcnctMpCnsldtnTmln","Election Day > Precinct Maps > Consolidating Precincts > Changes Timeline","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
218,"PrcnctMpDrwngPrcss","Election Day > Precinct Maps > Drawing Maps > Changes Process","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
219,"PrcnctMpDrwngTmln","Election Day > Precinct Maps > Drawing Maps > Changes Timeline","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
220,"PrcnctMpSpltChngPrcs","Election Day > Precinct Maps > Splitting Precincts > Changes Process","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
221,"PrcnctMpSpltChngTmln","Election Day > Precinct Maps > Splitting Precincts > Changes Timeline","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
222,"PrcnctBsdPllPlcCrts","Election Day > Precinct-Based Polling Places > Creates","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
223,"PrcnctBsdPllPlcElmnt","Election Day > Precinct-Based Polling Places > Eliminates","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
224,"VtCtrBORqAuthAllElx","Election Day > Vote Centers > Bill Outcome > Required or Authorized for All Elections","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
225,"VtCtrBORqAuthCrtnElx","Election Day > Vote Centers > Bill Outcome > Required or Authorized for Certain Elections","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
226,"VtCtrBORqAuthCrtnJdx","Election Day > Vote Centers > Bill Outcome > Required or Authorized in Certain Jurisdictions","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
227,"VtCtrBORqAuthSttwd","Election Day > Vote Centers > Bill Outcome > Required or Authorized Statewide","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
228,"VtCtrCrts","Election Day > Vote Centers > Creates","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
229,"VtCtrElxRqrAllwExpnd","Election Day > Vote Centers > Elections Allowed or Required to Have Vote Centers > Expands","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
230,"VtCtrElxRqrAllwRstrc","Election Day > Vote Centers > Elections Allowed or Required to Have Vote Centers > Restricts","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
231,"VtCtrEliminates","Election Day > Vote Centers > Eliminates","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
232,"VtCtrJdxRqrAllwExpnd","Election Day > Vote Centers > Jurisdictions Allowed or Required to Have Vote Centers > Expands","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
233,"VtCtrJdxRqrAllwRstrc","Election Day > Vote Centers > Jurisdictions Allowed or Required to Have Vote Centers > Restricts","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
234,"VtHrsChngPrcssExtnd","Election Day > Voting Hours > Changes Process for Extending Voting Hours","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
235,"VtHrsExpnds","Election Day > Voting Hours > Expands","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
236,"VtHrsRdcs","Election Day > Voting Hours > Reduces","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
626,"LctnAccsbltyRqrmnts","Election Day > Locations > Accessibility Requirements","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
642,"LctnSlctnPrcssTmln","Election Day > Locations > Selection Process or Timeline","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
646,"LctnVtgMchnsStations","Election Day > Locations > Number of Voting Machines or Stations","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
650,"LctnWaitTimes","Election Day > Locations > Wait Times","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
660,"LctnDrvThruOutdrVtng","Election Day > Locations > Drive-Through or Outdoor Voting Locations","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
661,"LctnLctnCharCrtria","Election Day > Locations > Location Characteristics or Criteria","21ElctnDyVtngSts",8,"Election Day Voting Sites",FALSE
935,"LctnLctnReqrmnts","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
951,"LctnLctnTypesRemoves","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
965,"LctnSlctnPrcssCrtria","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
973,"LctnLctnTypesAdds","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
976,"-Mixed_Anti-Voter","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
977,"LctnEmrgClsrRlctDdln","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
981,"-Mixed_Pro-Voter","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
990,"LctnCapacityReqrmnts","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1013,"LctnSlctnTmln","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1021,"LctnDrvThruVtngLctns","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1022,"LctnOutdoorVtngLctns","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1024,"LctnEmrgClsrPrcssCrt","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1038,"ApplcblElctnOffcl","ApplcblElctnOffcl","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1039,"FelonyCreates","FelonyCreates","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1040,"OtcmElxOffclIncrsCrm","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1041,"MisdemeanorCreates","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1042,"ApplcblGnrllyApplcbl","ApplcblGnrllyApplcbl","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1043,"MisdemeanorExpnds","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1044,"PnltyIncrsSvrtyPnlty","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1045,"CivilPenaltiesCrts","CivilPenaltiesCrts","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1046,"InvstgtnOrEnfrcmnt","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1047,"ApplcblVoters","ApplcblVoters","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1048,"OtcmVotersIncrsCrm","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1049,"ApplcblThrdPrty","ApplcblThrdPrty","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1050,"OtcmAsstVtrsIncrsCrm","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1051,"FelonyElmntNrrw","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
1052,"OtcmAsstVtrsDcrsCrm","","21ElctnDyVtngSts",8,"Election Day Voting Sites",TRUE
608,"ShiftsElctnAuthority","ShiftsElctnAuthority","21EmergingIssues",9,"Emerging Issues",TRUE
612,"RstrctPrvtGrantMoney","Emerging Issues > Restrictions on Grant Money","21EmergingIssues",9,"Emerging Issues",TRUE
613,"PreclearanceRqmts","Emerging Issues > Preclearance Requirements","21EmergingIssues",9,"Emerging Issues",TRUE
627,"-Anti-Voter","Emerging Issues > Policy Impact > Restricts Voter Access / Election Administration","21EmergingIssues",9,"Emerging Issues",FALSE
629,"-Mixed_Unclear","Emerging Issues > Policy Impact > Mixed or Unclear","21EmergingIssues",9,"Emerging Issues",FALSE
630,"-Neutral","Emerging Issues > Policy Impact > Neutral","21EmergingIssues",9,"Emerging Issues",FALSE
631,"-Pro-Voter","Emerging Issues > Policy Impact > Improves Voter Access / Election Administration","21EmergingIssues",9,"Emerging Issues",FALSE
671,"SpprtOppFedLeg","Emerging Issues > Support/Opposition of Federal Legislation","21EmergingIssues",9,"Emerging Issues",FALSE
817,"RvwCrtfd2020ElctRslt","Emerging Issues > Reviews of Certified 2020 Election Results","21EmergingIssues",9,"Emerging Issues",TRUE
863,"BfrctnSttFdrlElx","Emerging Issues > Bifurcation of State and Federal Elections","21EmergingIssues",9,"Emerging Issues",TRUE
869,"ElctnRvwBllsOfCncrn","Emerging Issues > Election Review Bills of Concern","21EmergingIssues",9,"Emerging Issues",TRUE
890,"ElxnWrkrPrtctns","Emerging Issues > Election Worker Protections","21EmergingIssues",9,"Emerging Issues",FALSE
902,"StateVtngRghtsPrtctn","Emerging Issues > State Voting Rights Protections","21EmergingIssues",9,"Emerging Issues",FALSE
1017,"-Mixed_Anti-Voter","","21EmergingIssues",9,"Emerging Issues",TRUE
237,"MailAppAvlbltyExpnd","Incarcerated Voting > Mail Voting > Application Availability > Expands","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
239,"MailAppAvlbltyRstrct","Incarcerated Voting > Mail Voting > Application Availability > Restricts","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
240,"MailAppPrcssRstrcts","Incarcerated Voting > Mail Voting > Application Process > Restricts","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
241,"MailAppPrcssFcltates","Incarcerated Voting > Mail Voting > Application Process > Facilitates","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
242,"MailBlltDlvryFcltate","Incarcerated Voting > Mail Voting > Ballot Delivery > Facilitates","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
244,"MailBlltDlvryRstrcts","Incarcerated Voting > Mail Voting > Ballot Delivery > Restricts","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
246,"MailBlltRtrnFcltates","Incarcerated Voting > Mail Voting > Ballot Return > Facilitates","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
248,"MailBlltRtrnRstrcts","Incarcerated Voting > Mail Voting > Ballot Return > Restricts","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
249,"MailElgbltyCrtExp","Incarcerated Voting > Mail Voting > Eligibility Based on Incarceration > Creates or Expands","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
250,"MailElgbltyElmnRstr","Incarcerated Voting > Mail Voting > Eligibility Based on Incarceration > Eliminates or Restricts","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
251,"MailEmrgRqstCrtExpnd","Incarcerated Voting > Mail Voting > Emergency Ballot Request > Creates or Expands Process for Incarcerated Voters","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
252,"MailEmrgRqstElmRstrc","Incarcerated Voting > Mail Voting > Emergency Ballot Request > Eliminates or Restricts Process for Incarcerated Voters","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
253,"MailNtryWtnssRqFcltt","Incarcerated Voting > Mail Voting > Notary or Witness Requirements > Facilitates Compliance","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
254,"MailNotcCureFcltates","Incarcerated Voting > Mail Voting > Notice and Cure Process > Facilitates Cure by Incarcerated Voters","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
255,"OnStBOAthrzdCrtnLoc","Incarcerated Voting > On-Site Voting > Bill Outcome > Authorized in Certain Locations","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
256,"OnStBOAthrzdSttwd","Incarcerated Voting > On-Site Voting > Bill Outcome > Authorized Statewide","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
257,"OnStBOAvlErlyVtng","Incarcerated Voting > On-Site Voting > Bill Outcome > Available During Early Voting","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
258,"OnStBOAvlAllElctn","Incarcerated Voting > On-Site Voting > Bill Outcome > Available for All Elections","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
259,"OnStBOAvlSpcfcElctn","Incarcerated Voting > On-Site Voting > Bill Outcome > Available for Specific Elections","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
260,"OnStBOAvlElctnDay","Incarcerated Voting > On-Site Voting > Bill Outcome > Available on Election Day","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
261,"OnStBOMndtrySttwd","Incarcerated Voting > On-Site Voting > Bill Outcome > Mandatory Statewide","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
262,"OnStBORqrdCrtnLoc","Incarcerated Voting > On-Site Voting > Bill Outcome > Required in Certain Locations","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
263,"OnStCrtExpnd","Incarcerated Voting > On-Site Voting > Creates or Expands","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
264,"OnStElmntRstrct","Incarcerated Voting > On-Site Voting > Eliminates or Restricts","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
265,"Other","Incarcerated Voting > Other Policy","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
266,"-Anti-Voter","Incarcerated Voting > Policy Impact > Restricts Voter Access / Election Administration","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
268,"-Mixed_Unclear","Incarcerated Voting > Policy Impact > Mixed or Unclear","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
269,"-Neutral","Incarcerated Voting > Policy Impact > Neutral","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
270,"-Pro-Voter","Incarcerated Voting > Policy Impact > Improves Voter Access / Election Administration","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
272,"RgstrJlPrsnRgstAgncy","Incarcerated Voting > Registration > Designates Jails or Prisons as Voter Registration Agencies","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
273,"RgstrFrmAvlbltyExpnd","Incarcerated Voting > Registration > Form Availability > Expands","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
275,"RgstrFrmAvlbltyRstrc","Incarcerated Voting > Registration > Form Availability > Restricts","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
276,"RgstrPrcssFcltate","Incarcerated Voting > Registration > Process > Facilitates","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
277,"RgstrPrcssRstrct","Incarcerated Voting > Registration > Process > Restricts","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
278,"RgstrRsdncyRls","Incarcerated Voting > Registration > Residency Rules for Incarcerated Voters","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
279,"VoterEducation","Incarcerated Voting > Voter Education","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
280,"VtIDRqrAddJlPrsnID","Incarcerated Voting > Voter ID Requirements > Adds Jail/Prison IDs to List of Acceptable IDs","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
281,"VtIDRqrExmptIDRqr","Incarcerated Voting > Voter ID Requirements > Exempts from ID Requirement","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
282,"VtIDRqrPrvdsCmplntID","Incarcerated Voting > Voter ID Requirements > Requires Provision of Compliant IDs","21IncrcrtdVtng",10,"Incarcerated Voting",FALSE
1005,"MailBlltDlvryOrgDlvr","","21IncrcrtdVtng",10,"Incarcerated Voting",TRUE
1006,"MailBlltOrgCollectn","","21IncrcrtdVtng",10,"Incarcerated Voting",TRUE
1009,"RgstrFrmAvlbltyAuto","","21IncrcrtdVtng",10,"Incarcerated Voting",TRUE
1018,"MailAppAvlbltyAuto","","21IncrcrtdVtng",10,"Incarcerated Voting",TRUE
1019,"RgstrAllwRqrRgstDrv","","21IncrcrtdVtng",10,"Incarcerated Voting",TRUE
