"UUID","YEAR","STATE","BILLNUM","BILLSTATUS","AUTHORNAME","AUTHORPARTY","PREFILEDATE","INTRODUCEDDATE","LASTACTIONDATE","NCOAUTHORS","NDEMCOAUTHORS","NREPCOAUTHORS","AUDITS","AVAPPL","AVBDIS","AVBRET","AVELIG","AVEVIP","AVMIOV","AVMISC","AVMOVE","AVNOEX","AVPERM","BACAND","BALDES","BAPART","CANQUL","CANRTR","CANWDW","CANWRI","CNTEST","CRIMES","CYBSEC","DATART","DUALFU","ECONPV","EDHOLI","ELCOST","ELDATE","ELECOL","ELEING","EMEDIS","EOCAMP","EOGENR","EOLOCA","EOSTWD","EXPOLL","FILING","INVOTE","MAILVO","MISCEL","POLPAR","POLWAT","PPACES","PPGENR","PPLOCA","PPPROC","PPVCEN","PPVHRS","PREDEF","PRIDAT","PRIMIS","PRIPUS","PRIRNF","PRITYP","PROVOT","PTDRES","PWCOMP","PWMISC","PWQUAL","PWTRAI","PWYOTH","RECOUN","REGAPP","REGATO","REGCVL","REGDRI","REGDTE","REGEDY","REGELE","REGGEN","REGIDR","REGLST","REGMSC","REGONL","REGPRE","REGSDL","REPRES","RUNOFF","SPELEC","STVOTE","TECHSS","TFSCIC","VACNCY","VCOUNT","VEDINF","VOTAFW","VOTAGE","VOTAST","VOTEME","VOTFVR","VOTMQU","VOTRID","VSSCST","VTRCHA","COAUTHORS","HISTORY","BILLTEXTURL"
"IL2025H1786",2025,"IL","H1786","Pending","Hirschauer","D",NA,2025-01-27,2025-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/27/2025 - INTRODUCED."",""01/28/2025 - To HOUSE Committee on RULES.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000H1786&ciq=urn:user:PA195824351&client_md=1f42c0cd91e1bbc6e58db3e38653c218&mode=current_text"
"IL2025H1860",2025,"IL","H1860","Pending","Rashid","D",NA,2025-01-29,2025-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/29/2025 - INTRODUCED."",""01/29/2025 - To HOUSE Committee on RULES."",""02/25/2025 - To HOUSE Committee on ETHICS & ELECTIONS."",""03/21/2025 - Rule 19(a)/ Re-referred to RULES Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000H1860&ciq=urn:user:PA195824351&client_md=d016078a8299b95196278db72f64decb&mode=current_text"
"IL2025H1894",2025,"IL","H1894","Pending","Buckner","D",NA,2025-01-29,2025-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/29/2025 - INTRODUCED."",""01/29/2025 - To HOUSE Committee on RULES."",""02/25/2025 - To HOUSE Committee on ETHICS & ELECTIONS."",""03/21/2025 - Rule 19(a)/ Re-referred to RULES Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000H1894&ciq=urn:user:PA195824351&client_md=26b456a44f240044dda29da2a0226251&mode=current_text"
"IL2025H1901",2025,"IL","H1901","Pending","Sanalitro","R",NA,2025-01-29,2025-03-21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/29/2025 - INTRODUCED."",""01/29/2025 - To HOUSE Committee on RULES."",""02/25/2025 - To HOUSE Committee on ETHICS & ELECTIONS."",""03/21/2025 - Rule 19(a)/ Re-referred to RULES Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000H1901&ciq=urn:user:PA195824351&client_md=573d8b9039ecd01a3cadd64ab2e26857&mode=current_text"
"IL2025H1933",2025,"IL","H1933","Pending","West","D",NA,2025-01-29,2025-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/29/2025 - INTRODUCED."",""02/04/2025 - To HOUSE Committee on RULES."",""02/25/2025 - To HOUSE Committee on ETHICS & ELECTIONS."",""03/21/2025 - Rule 19(a)/ Re-referred to RULES Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000H1933&ciq=urn:user:PA195824351&client_md=9c79af348c3c34152658f37864b84e2d&mode=current_text"
"IL2025H1934",2025,"IL","H1934","Pending","West","D",NA,2025-01-29,2025-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/29/2025 - INTRODUCED."",""02/04/2025 - To HOUSE Committee on RULES."",""02/25/2025 - To HOUSE Committee on ETHICS & ELECTIONS."",""03/21/2025 - Rule 19(a)/ Re-referred to RULES Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000H1934&ciq=urn:user:PA195824351&client_md=3893b7d5e62ded3bcb2d6cd8d2ffb735&mode=current_text"
"IL2025H1936",2025,"IL","H1936","Pending","West","D",NA,2025-01-29,2025-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/29/2025 - INTRODUCED."",""02/04/2025 - To HOUSE Committee on RULES."",""02/25/2025 - To HOUSE Committee on ETHICS & ELECTIONS."",""03/12/2025 - In HOUSE. Committee Amendment No. 1 filed. Referred to RULES."",""03/18/2025 - From HOUSE Committee on RULES: Referred to HOUSE Ethics & Elections Amendment No. 1."",""03/21/2025 - Rule 19(a)/ Re-referred to RULES Committee."",""03/21/2025 - Rule 19(c)/ Re-referred to RULES Committee. Amendment No. 1.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000H1936&ciq=urn:user:PA195824351&client_md=376dc07cd0e438886840fc92f1174179&mode=current_text"
"IL2025H1943",2025,"IL","H1943","Pending","McCombie","R",NA,2025-01-29,2025-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/29/2025 - INTRODUCED."",""02/04/2025 - To HOUSE Committee on RULES."",""03/04/2025 - To HOUSE Committee on EXECUTIVE."",""03/12/2025 - From HOUSE Committee on EXECUTIVE: Do pass."",""03/12/2025 - In HOUSE. Placed on Short Debate Calendar Second Reading."",""03/27/2025 - In HOUSE. Read second time."",""03/27/2025 - In HOUSE. Held on Calendar Order Second Reading.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000H1943&ciq=urn:user:PA195824351&client_md=9e2e90fef8bdf50316fa400f8f4a0d15&mode=current_text"
"IL2025S1957",2025,"IL","S1957","Pending","Castro","D",NA,2025-02-06,2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/06/2025 - INTRODUCED."",""02/06/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on EXECUTIVE."",""03/19/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/11/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S1957&ciq=urn:user:PA195824351&client_md=1bba752d8537319908cd8b2c7864d572&mode=current_text"
"IL2025S2004",2025,"IL","S2004","Pending","Murphy L","D",NA,2025-02-06,2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/06/2025 - INTRODUCED."",""02/06/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on EXECUTIVE."",""03/19/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/11/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2004&ciq=urn:user:PA195824351&client_md=6c47edcef16bf4c2df91c7c62371b1c8&mode=current_text"
"IL2025S2067",2025,"IL","S2067","Pending","Turner S","R",NA,2025-02-06,2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/06/2025 - INTRODUCED."",""02/06/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on EXECUTIVE."",""03/19/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/11/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2067&ciq=urn:user:PA195824351&client_md=04955b0a596e3ebb1da6f28ec9bc0783&mode=current_text"
"IL2025S2158",2025,"IL","S2158","Pending","Ventura","D",NA,2025-02-07,2025-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/07/2025 - INTRODUCED."",""02/07/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on EXECUTIVE."",""03/19/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/11/2025 - In SENATE. Rule 2-10 Committee/3rd Reading Deadline Established As May 9, 2025."",""05/09/2025 - In SENATE. Rule 2-10 Committee/3rd Reading Deadline Established As May 23, 2025."",""05/23/2025 - In SENATE. Rule 2-10 Committee/3rd Reading Deadline Established As June 1, 2025."",""06/02/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2158&ciq=urn:user:PA195824351&client_md=a12dfb1bf0ffaf630de41caa6c54595d&mode=current_text"
"IL2025S2222",2025,"IL","S2222","Pending","Anderson","R",NA,2025-02-07,2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/07/2025 - INTRODUCED."",""02/07/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on EXECUTIVE."",""03/19/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/11/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2222&ciq=urn:user:PA195824351&client_md=264f160bf1ef28fee3dac263e63bfaad&mode=current_text"
"IL2025S2224",2025,"IL","S2224","Pending","Bryant","R",NA,2025-02-07,2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/07/2025 - INTRODUCED."",""02/07/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on EXECUTIVE."",""03/19/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/11/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2224&ciq=urn:user:PA195824351&client_md=7bb0d6e1f56a775b39a1c21d21e82585&mode=current_text"
"IL2025S2226",2025,"IL","S2226","Pending","Chesney","R",NA,2025-02-07,2025-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"[""02/07/2025 - INTRODUCED."",""02/07/2025 - To SENATE Committee on ASSIGNMENTS.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2226&ciq=urn:user:PA195824351&client_md=65dd196e98513246d8b48f7f981ab03a&mode=current_text"
"IL2025S2237",2025,"IL","S2237","Pending","Turner S","R",NA,2025-02-07,2025-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/07/2025 - INTRODUCED."",""02/07/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on APPROPRIATIONS."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/11/2025 - In SENATE. Rule 2-10 Committee Deadline Established As May 9, 2025."",""05/09/2025 - In SENATE. Rule 2-10 Committee/3rd Reading Deadline Established As May 23, 2025."",""05/23/2025 - In SENATE. Rule 2-10 Committee/3rd Reading Deadline Established As June 1, 2025."",""06/02/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2237&ciq=urn:user:PA195824351&client_md=171f81c46d489966ae4a78d56c9e5d0a&mode=current_text"
"IL2025S2239",2025,"IL","S2239","Pending","Turner S","R",NA,2025-02-07,2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/07/2025 - INTRODUCED."",""02/07/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on EXECUTIVE."",""03/19/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/11/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2239&ciq=urn:user:PA195824351&client_md=0934db1f17bb08c9a2968e6b31ded086&mode=current_text"
"IL2025S2240",2025,"IL","S2240","Pending","Turner S","R",NA,2025-02-07,2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/07/2025 - INTRODUCED."",""02/07/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on EXECUTIVE."",""03/14/2025 - In SENATE. Committee Amendment No. 1 filed. Referred to ASSIGNMENTS."",""03/18/2025 - From SENATE Committee on ASSIGNMENTS: Referred to SENATE Committee on Executive Amendment No. 1."",""03/19/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/11/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee."",""04/11/2025 - Rule 3-9(a) / Senate Committee Amendment No. 1 Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2240&ciq=urn:user:PA195824351&client_md=28c42e6926be92ea75f0cfe9dad286c5&mode=current_text"
"IL2025S2241",2025,"IL","S2241","Pending","Turner S","R",NA,2025-02-07,2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/07/2025 - INTRODUCED."",""02/07/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on EXECUTIVE."",""03/14/2025 - In SENATE. Committee Amendment No. 1 filed. Referred to ASSIGNMENTS."",""03/18/2025 - From SENATE Committee on ASSIGNMENTS: Referred to SENATE Committee on Executive Amendment No. 1."",""03/19/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/03/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections. Amendment No. 1."",""04/11/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee."",""04/11/2025 - Rule 3-9(a) / Senate Committee Amendment No. 1 Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2241&ciq=urn:user:PA195824351&client_md=1c76ee1530e64fc9f034f879fdecf097&mode=current_text"
"IL2025S2242",2025,"IL","S2242","Pending","Turner S","R",NA,2025-02-07,2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/07/2025 - INTRODUCED."",""02/07/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on EXECUTIVE."",""03/19/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/11/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2242&ciq=urn:user:PA195824351&client_md=4780bcb12d9ad9f49e24735cb0ec0189&mode=current_text"
"IL2025S2243",2025,"IL","S2243","Pending","Turner S","R",NA,2025-02-07,2025-04-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"[""02/07/2025 - INTRODUCED."",""02/07/2025 - To SENATE Committee on ASSIGNMENTS."",""02/25/2025 - To SENATE Committee on EXECUTIVE."",""03/19/2025 - In SENATE Committee on EXECUTIVE: Referred to Subcommittee on Elections."",""03/21/2025 - In SENATE. Rule 2-10 Committee Deadline Established As April 11, 2025."",""04/11/2025 - Rule 3-9(a) / Re-referred to ASSIGNMENTS Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2243&ciq=urn:user:PA195824351&client_md=817613431bb8c850a51e12ed1c0ea44e&mode=current_text"
"IL2025H2376",2025,"IL","H2376","Pending","Mayfield","D",NA,2025-01-31,2025-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/31/2025 - INTRODUCED."",""02/04/2025 - To HOUSE Committee on RULES."",""02/25/2025 - To HOUSE Committee on ETHICS & ELECTIONS."",""03/21/2025 - Rule 19(a)/ Re-referred to RULES Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000H2376&ciq=urn:user:PA195824351&client_md=9b56813a60cf33806f7192a96a17d42e&mode=current_text"
"IL2025S2394",2025,"IL","S2394","To Executive","Cunningham","D",NA,2025-02-07,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/07/2025 - INTRODUCED."",""02/07/2025 - To SENATE Committee on ASSIGNMENTS."",""03/04/2025 - To SENATE Committee on STATE GOVERNMENT."",""03/19/2025 - From SENATE Committee on STATE GOVERNMENT: Do pass."",""03/19/2025 - In SENATE. Placed on Calendar Order Second Reading."",""03/20/2025 - In SENATE. Read second time."",""03/20/2025 - In SENATE. Placed on Calendar Order Third Reading."",""04/04/2025 - In SENATE. Placed on Calendar Order Third Reading."",""04/09/2025 - In SENATE. Placed on Calendar Order Third Reading."",""04/09/2025 - In SENATE. Read third time. Passed SENATE. *****To HOUSE."",""04/11/2025 - To HOUSE Committee on RULES."",""04/17/2025 - To HOUSE Committee on EXECUTIVE."",""04/30/2025 - From HOUSE Committee on EXECUTIVE: Do pass."",""04/30/2025 - In HOUSE. Placed on Short Debate Calendar Second Reading."",""05/16/2025 - In HOUSE. Read second time."",""05/16/2025 - In HOUSE. Placed on Short Debate Calendar Third Reading."",""05/23/2025 - In HOUSE. 3rd Reading/Final Action Deadline Extended to May 31, 2025."",""05/31/2025 - In HOUSE. Read third time. Passed HOUSE."",""05/31/2025 - Passed Both Houses."",""06/27/2025 - *****To GOVERNOR.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000S2394&ciq=urn:user:PA195824351&client_md=6be5c36add3d86cef1da10ac12d0f6f6&mode=current_text"
"IL2025H2399",2025,"IL","H2399","Pending","West","D",NA,2025-01-31,2025-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/31/2025 - INTRODUCED."",""02/04/2025 - To HOUSE Committee on RULES."",""02/25/2025 - To HOUSE Committee on ETHICS & ELECTIONS."",""03/21/2025 - Rule 19(a)/ Re-referred to RULES Committee.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:IL2025000H2399&ciq=urn:user:PA195824351&client_md=14a4fb5bd199f3af05296228f7b606d9&mode=current_text"
